city,latitude,longitude,country,population
Hongsi,35.5113,105.5136,China,15938
Xiaqiaotou,27.2167,100.15,China,15930
Luzhou,23.3686,114.5194,China,15890
Xiaozhengzhuang,39.625,117.9031,China,15845
Xixucun,36.694,113.7967,China,15683
Hedongcun,37.7544,102.7906,China,15667
Wenwu,24.7413,116.1942,China,15662
Chenlu,35.0286,109.1547,China,15642
Jiaojiazhuang,38.2636,101.8328,China,15635
Mangqu,35.5833,100.75,China,15609
Dalanping,28.0189,110.0025,China,15590
Machang,33.1912,107.3732,China,15552
Banqiao,35.8912,107.9655,China,15486
Baiceng,25.3885,105.7848,China,15464
Andicun,28.9761,119.6403,China,15300
Dengshangcun,41.3442,118.1676,China,15245
Shangtianba,28.039,103.8584,China,15210
Humayingcun,41.1145,116.8985,China,15207
Xiangyuncun,24.9641,118.1668,China,15181
Majiagoucha,37.5033,109.6303,China,15128
Xihuangni,38.3575,113.8519,China,15119
Ut Bulag,44.9089,82.2054,China,15063
Yinhua,33.453,110.2601,China,14999
Huchuan,34.9249,106.1409,China,14993
Beizhou,29.1636,112.6811,China,14900
Quan'ancun,25.1345,114.2646,China,14898
Qiaoyang,35.0716,104.1846,China,14851
Jinta,37.8573,102.5775,China,14830
Weizhou,21.0214,109.1214,China,14800
Shuichecun,24.09,116.0174,China,14792
Shimubi,19.1645,110.3043,China,14702
Huasuo,35.4043,107.0869,China,14610
Jun Bel,39.2428,106.1922,China,14538
Guanduqiao,29.4792,111.2975,China,14500
Yanhewan,36.7522,109.3678,China,14499
Wangjiaxian,36.5443,104.1496,China,14400
Majia,35.4599,103.2076,China,14391
Jiaoxiyakou,26.1274,102.4502,China,14342
Yanshuiguan,36.8252,110.2345,China,14331
Wulong,23.3202,112.1901,China,14207
Sanjiang Nongchang,19.8808,110.602,China,14147
Lakoucun,28.3412,119.9523,China,14016
Taiyong,26.4726,108.5105,China,13987
Chumpak,41.8585,84.137,China,13983
Beiwusidui,40.0692,116.8228,China,13980
Zhipingxiang,35.295,105.6158,China,13929
Ping'anbao,40.4901,117.5973,China,13870
Huangyadong,36.8039,113.4446,China,13857
Jinmingsi,38.0512,110.2869,China,13780
Chaoyangdicun,42.0221,118.2178,China,13773
Xireg,36.925,98.478,China,13723
Mangha,23.4883,98.9078,China,13689
Yongcong,26.0451,109.1327,China,13670
Qingxicun,24.53,116.5904,China,13603
Shangping,25.0897,113.0395,China,13529
Ganxi,27.1274,109.1755,China,13492
Sunjiayan,27.8776,108.3073,China,13408
Kaiwen,27.1548,99.8371,China,13400
Qigexingcun,42.02,86.3031,China,13352
Bugugoucun,41.6904,117.4483,China,13266
Liangwancun,28.5034,104.2611,China,13258
Damaishan,24.5038,112.2797,China,13230
Ceyu,37.7939,114.0905,China,13161
Mahao,26.8675,108.3267,China,13151
Huguan Nongchang,21.2015,110.2459,China,13074
Kaji,26.0285,102.7888,China,13005
Shanyincun,37.9151,114.4126,China,12957
Pingtiancun,25.2225,114.6252,China,12955
Shiwan,37.4786,109.423,China,12942
Fengdeng,38.5514,106.2464,China,12922
Tashi,34.4977,106.5281,China,12904
Zhongling,28.9391,107.7073,China,12845
Honggu,36.293,102.9575,China,12700
Luchong,27.2832,109.0346,China,12677
Qiaotouba,33.8116,104.8493,China,12649
Dongyuancun,28.319,120.2321,China,12572
Jiuduhe,40.3594,116.4539,China,12533
Xiaping,33.4031,106.0581,China,12496
Nanzhai,26.6299,108.7645,China,12495
Reshuijie,24.458,114.8282,China,12461
Xinyingheyan,35.3369,103.2681,China,12461
Shichuanxiang,34.5866,104.3211,China,12436
Huodoushancun,40.7797,117.204,China,12410
Xinbocun,42.3037,117.7259,China,12396
Xinchangcun,26.4249,107.5323,China,12394
Maqu,35.9451,106.9953,China,12333
Shuangxianxiang,35.33,105.695,China,12322
Xiushuicun,25.1728,113.0007,China,12137
Liuba,38.1634,102.1493,China,12069
Lajia,34.6797,100.6406,China,12045
Baxiangshan,23.7642,115.9696,China,12039
Erbaocun,42.9581,93.1153,China,11972
Jiajin,25.6743,108.4228,China,11954
Aheqi,40.9365,78.4023,China,11910
Huanian,24.0781,102.201,China,11909
Baohe,33.2033,106.9544,China,11897
Wanding,24.0833,98.0667,China,11895
Yuxiaguan,36.0311,113.558,China,11866
Xincheng,36.0333,113.4667,China,11866
Mangpa,23.4923,98.9118,China,11832
Muping,30.3692,102.8139,China,11789
Bajiao,27.6573,108.1937,China,11745
Diao'ecun,40.7227,115.8201,China,11631
Shuinancun,23.2995,112.3753,China,11598
Xiaoba,26.7217,106.9236,China,11560
Hejiaji,37.3539,109.8377,China,11382
Lijiacha,37.2467,109.4061,China,11381
Caotan,36.2501,105.1742,China,11294
Sanjiaocheng,36.8908,100.9997,China,11196
Bailin,33.485,105.0034,China,11144
Gucheng,34.4545,105.2064,China,11096
Wulingshancun,40.4755,117.4888,China,11091
Wen'anyi,36.8658,110.0553,China,11075
Longtaixiang,34.5988,104.8963,China,11063
Aba,32.9039,101.6925,China,11055
Wangjiabian,38.2412,110.2353,China,11050
Mawu,34.431,104.9187,China,11015
Xinyaoshang,26.835,106.8403,China,11010
Zhamog,29.8595,95.7681,China,11000
Pingcha,26.349,109.3791,China,11000
Ma'ai,34.5937,102.4814,China,10988
Pingtouchuanxiang,35.8763,105.3241,China,10978
Xintianfeng,24.4575,115.5205,China,10974
Medog,29.4833,95.5,China,10963
Guantingzhan,40.2492,115.578,China,10863
Sanjiangkou,24.7579,104.5901,China,10860
Gaohucun,28.3367,120.2178,China,10725
Xiaozui,35.6912,108.0779,China,10713
Chuqung,33.3667,97.1333,China,10659
Bangshang,32.2575,108.1119,China,10561
Kuiyibagecun,38.1023,77.1539,China,10553
Shenjiaba,32.9441,108.6414,China,10413
Haikoucun,28.3237,120.0853,China,10368
Qiushanxiang,34.3562,104.8983,China,10310
Kangning,38.0176,102.352,China,10300
Lishuping,33.1832,104.8881,China,10287
Fenggeling,34.5312,106.4437,China,10250
Tanggemu Nongchang,36.0781,100.0911,China,10214
Biandanshan,26.0409,105.6351,China,10183
Nanfang,23.3568,115.5167,China,10180
Fanzhao,26.6615,108.3834,China,10165
Zhengdong,22.4819,101.5078,China,10142
Hongliuwan,39.6348,94.3386,China,10079
Shengping,28.4865,98.913,China,10001
Gar,32.1166,80.0583,China,10000
Ziketan,35.5886,99.9867,China,10000
Yueyaquan,40.1256,94.6632,China,9977
Gaolingcun,40.6003,117.1072,China,9967
Dujiashigou,37.7691,110.0705,China,9966
Dongcha,34.38,106.6623,China,9920
Ruoqiang,39.0181,88.1681,China,9872
Jixian,35.7321,107.9731,China,9822
Dangcheng,39.5161,94.8728,China,9792
Xincun,27.6739,103.8739,China,9769
Xiba,40.1645,98.7521,China,9753
Zengjiaba,32.1263,109.4692,China,9708
Aweitancun,47.7251,88.0499,China,9622
Shiyuan,35.7991,102.8437,China,9583
Xiada,24.0391,113.4543,China,9560
Pagqen,33.9739,99.9083,China,9530
Jingjiazhuang,40.4703,116.0869,China,9500
Zhangping,37.6339,112.8775,China,9477
Dachengzicun,40.3919,117.1028,China,9443
Benbutucun,42.0253,86.7034,China,9408
Yezhi,27.7035,99.0458,China,9341
Baluntaicun,42.7594,86.3231,China,9220
Leichi,36.3351,110.2612,China,9192
Xiangping,24.5892,112.1237,China,9169
Dazhuangzi,40.2321,99.0558,China,9130
Nanmucun,25.1619,114.5559,China,8942
Dashouping,23.6425,111.6978,China,8913
Daping,24.6501,112.1693,China,8753
Nanzhangcheng,37.9108,114.0749,China,8707
Gyumai,33.756,99.65,China,8706
Digar,42.685,89.7711,China,8634
Bifeng,30.1067,103.0133,China,8538
Hongtuliang,40.9986,114.155,China,8527
Zhujiagua,38.2242,110.4032,China,8507
Heyin,36.0451,101.4242,China,7642
Gyangze,28.9148,89.6045,China,6000
Jinzhong,26.3504,103.4167,China,5170
Fulin,29.3489,102.6767,China,1049
Linxi,43.5171,118.0333,China,679
Panying,33.0023,112.5281,China,
Chengde,40.9604,117.93,China,
Nanyangcun,36.0819,114.3481,China,
Huinan,42.6229,126.2614,China,
Sao Paulo,-23.55,-46.6333,Brazil,23086000
Rio de Janeiro,-22.9111,-43.2056,Brazil,12592000
Belo Horizonte,-19.9167,-43.9333,Brazil,5328000
Fortaleza,-3.7275,-38.5275,Brazil,4167996
Brasilia,-15.7939,-47.8828,Brazil,2817068
Salvador,-12.9747,-38.4767,Brazil,2418005
Manaus,-3.1189,-60.0217,Brazil,2063547
Santos,-23.9369,-46.325,Brazil,1897551
Curitiba,-25.4297,-49.2711,Brazil,1773733
Recife,-8.05,-34.9,Brazil,1488920
Goiania,-16.6667,-49.25,Brazil,1437237
Porto Alegre,-30.0331,-51.23,Brazil,1332570
Guarulhos,-23.4628,-46.5328,Brazil,1324781
Belem,-1.4558,-48.5039,Brazil,1303389
Campinas,-22.9058,-47.0608,Brazil,1213792
Sao Luis,-2.5283,-44.3044,Brazil,1037775
Natal,-6.9838,-60.2699,Brazil,980588
Maceio,-9.6658,-35.735,Brazil,957916
Teresina,-5.0949,-42.8042,Brazil,953172
Campo Grande,-20.4839,-54.615,Brazil,897938
Sao Goncalo,-22.8269,-43.0539,Brazil,896744
Iguacu,-22.74,-43.47,Brazil,844583
Joao Pessoa,-7.12,-34.88,Brazil,833932
Sao Bernardo do Campo,-23.7,-46.55,Brazil,810729
Natal,-5.7833,-35.2,Brazil,751300
Santo Andre,-23.6572,-46.5333,Brazil,748919
Osasco,-23.5328,-46.7919,Brazil,743432
Sorocaba,-23.5017,-47.4581,Brazil,723574
Uberlandia,-18.9231,-48.2886,Brazil,713232
Jaboatao,-8.1803,-35.0014,Brazil,702621
Ribeirao Preto,-21.1783,-47.8067,Brazil,698259
Sao Jose dos Campos,-23.1789,-45.8869,Brazil,697428
Aracaju,-10.9167,-37.05,Brazil,664908
Cuiaba,-15.5958,-56.0969,Brazil,650912
Jaboatao dos Guararapes,-8.1122,-35.0156,Brazil,643759
Contagem,-19.9319,-44.0539,Brazil,621865
Joinvile,-26.3204,-48.8437,Brazil,616323
Feira de Santana,-12.25,-38.95,Brazil,616279
Londrina,-23.31,-51.1628,Brazil,555937
Juiz de Fora,-21.7619,-43.3494,Brazil,540756
Florianopolis,-27.6122,-48.4853,Brazil,537213
Serra,-20.1289,-40.3078,Brazil,520649
Macapa,0.033,-51.05,Brazil,512902
Campos,-21.7539,-41.3239,Brazil,511168
Niteroi,-22.8833,-43.1036,Brazil,496696
Sao Jose do Rio Preto,-20.8081,-49.3811,Brazil,480439
Ananindeua,-1.3658,-48.3719,Brazil,478778
Vila Velha,-20.3364,-40.2936,Brazil,472762
Caxias do Sul,-29.1667,-51.1833,Brazil,463338
Porto Velho,-8.7619,-63.9039,Brazil,460413
Mogi das Cruzes,-23.5228,-46.1878,Brazil,450785
Piracicaba,-22.7253,-47.6492,Brazil,423323
Campina Grande,-7.2306,-35.8811,Brazil,419379
Maua,-23.6678,-46.4608,Brazil,418261
Boa Vista,2.8194,-60.6714,Brazil,413486
Betim,-19.9678,-44.1978,Brazil,411859
Maringa,-23.4,-51.9167,Brazil,409657
Jundiai,-23.1858,-46.8839,Brazil,401896
Anapolis,-16.3339,-48.9519,Brazil,398817
Diadema,-23.6861,-46.6106,Brazil,393237
Carapicuiba,-23.5192,-46.8358,Brazil,387121
Petrolina,-9.3825,-40.5022,Brazil,386786
Caruaru,-8.2828,-35.9758,Brazil,378052
Itaquaquecetuba,-23.4864,-46.3486,Brazil,375011
Bauru,-22.315,-49.0608,Brazil,366992
Rio Branco,-9.9747,-67.81,Brazil,364756
Blumenau,-26.9333,-49.05,Brazil,361261
Ponta Grossa,-25.0994,-50.1583,Brazil,358367
Caucaia,-3.7167,-38.65,Brazil,355679
Franca,-20.5389,-47.4008,Brazil,352537
Olinda,-8,-34.8833,Brazil,349976
Praia Grande,-24.0061,-46.4028,Brazil,349935
Cariacica,-20.2639,-40.42,Brazil,348738
Cascavel,-24.9556,-53.4553,Brazil,348051
Canoas,-29.92,-51.18,Brazil,347657
Paulista,-7.9408,-34.8728,Brazil,342167
Vitoria da Conquista,-14.8658,-40.8389,Brazil,341128
Uberaba,-19.7478,-47.9319,Brazil,337846
Santarem,-2.43,-54.72,Brazil,331937
Sao Vicente,-23.9633,-46.3922,Brazil,329844
Ribeirao das Neves,-19.7669,-44.0869,Brazil,329794
Sao Jose dos Pinhais,-25.535,-49.2058,Brazil,329222
Pelotas,-31.7719,-52.3425,Brazil,325689
Vitoria,-20.2889,-40.3083,Brazil,322869
Taubate,-23.025,-45.5556,Brazil,317915
Barueri,-23.5111,-46.8764,Brazil,316473
Guaruja,-23.9936,-46.2564,Brazil,311230
Suzano,-23.5428,-46.3108,Brazil,307364
Palmas,-10.1844,-48.3336,Brazil,302692
Camacari,-12.6978,-38.3239,Brazil,299579
Varzea Grande,-15.65,-56.1333,Brazil,287526
Juazeiro do Norte,-7.2,-39.3333,Brazil,286120
Foz do Iguacu,-25.54,-54.5875,Brazil,285415
Petropolis,-22.505,-43.1789,Brazil,278881
Crato,-7.4639,-63.04,Brazil,273883
Cotia,-23.6042,-46.9194,Brazil,273640
Taboao da Serra,-23.5328,-46.7994,Brazil,273542
Imperatriz,-5.5333,-47.4833,Brazil,273110
Santa Maria,-29.6833,-53.8,Brazil,271633
Maraba,-5.35,-49.1167,Brazil,266536
Sumare,-22.8219,-47.2669,Brazil,265955
Gravatai,-29.9333,-50.9833,Brazil,265070
Mossoro,-5.1878,-37.3439,Brazil,264577
Itajai,-26.9,-48.6667,Brazil,264054
Volta Redonda,-22.5228,-44.1039,Brazil,261584
Governador Valadares,-18.85,-41.9333,Brazil,257172
Indaiatuba,-23.0903,-47.2181,Brazil,256223
Sao Carlos,-22,-47.8908,Brazil,254484
Parnamirim,-5.9167,-35.25,Brazil,252716
Sao Jose,-27.6,-48.6167,Brazil,250181
Limeira,-22.565,-47.4019,Brazil,249046
Macae,-22.3708,-41.7869,Brazil,246391
Rondonopolis,-16.4667,-54.6333,Brazil,244897
Sao Jose de Ribamar,-2.55,-44.05,Brazil,244579
Dourados,-22.2208,-54.8058,Brazil,243368
Araraquara,-21.7939,-48.1758,Brazil,242228
Americana,-22.7386,-47.3311,Brazil,242018
Sete Lagoas,-19.4658,-44.2469,Brazil,241835
Marilia,-22.2139,-49.9458,Brazil,240590
Jacarei,-23.3053,-45.9658,Brazil,240275
Juazeiro,-9.4306,-40.5028,Brazil,235816
Arapiraca,-9.7519,-36.6608,Brazil,234696
Maracanau,-3.8667,-38.6333,Brazil,234392
Colombo,-25.2919,-49.2239,Brazil,232056
Divinopolis,-20.1389,-44.8839,Brazil,231091
Mage,-22.6528,-43.0408,Brazil,228127
Novo Hamburgo,-29.6778,-51.1308,Brazil,227732
Ipatinga,-19.5,-42.5333,Brazil,227731
Rio Verde,-17.745,-50.9167,Brazil,225696
Presidente Prudente,-22.1256,-51.3889,Brazil,225668
Itaborai,-22.7439,-42.8589,Brazil,224267
Viamao,-30.0808,-51.0228,Brazil,224116
Chapeco,-27.0958,-52.6178,Brazil,224013
Itapevi,-23.5489,-46.9342,Brazil,223404
Cabo Frio,-22.8789,-42.0189,Brazil,221987
Santa Luzia,-19.77,-43.8506,Brazil,220444
Sao Leopoldo,-29.76,-51.1469,Brazil,217410
Hortolandia,-22.8583,-47.22,Brazil,215819
Criciuma,-28.6775,-49.3697,Brazil,211369
Sobral,-3.6739,-40.2389,Brazil,210711
Santo Agostinho,-8.2897,-35.03,Brazil,208944
Luziania,-16.2528,-47.95,Brazil,208725
Passo Fundo,-28.25,-52.4,Brazil,206224
Lauro de Freitas,-12.8939,-38.3269,Brazil,203334
Rio Claro,-22.4108,-47.5608,Brazil,201418
Aracatuba,-21.2089,-50.4328,Brazil,200124
Marica,-22.9189,-42.8189,Brazil,197300
Sinop,-11.8481,-55.6492,Brazil,196067
Nossa Senhora do Socorro,-10.855,-37.0592,Brazil,192330
Castanhal,-1.2969,-47.9219,Brazil,192262
Rio Grande,-32.035,-52.0986,Brazil,191900
Nova Friburgo,-22.2819,-42.5311,Brazil,189937
Alvorada,-29.9897,-51.0833,Brazil,187315
Itabuna,-14.7858,-39.28,Brazil,186708
Cachoeiro de Itapemirim,-20.8489,-41.1128,Brazil,185784
Ferraz de Vasconcelos,-23.5411,-46.3689,Brazil,184700
Santa Barbara d'Oeste,-22.7544,-47.4142,Brazil,183347
Jaragua do Sul,-26.4833,-49.0667,Brazil,182660
Guarapuava,-25.3833,-51.45,Brazil,182093
Ilheus,-14.7889,-39.0489,Brazil,178703
Timon,-5.0939,-42.8369,Brazil,174465
Araguaina,-7.1908,-48.2069,Brazil,171301
Ibirite,-20.0219,-44.0589,Brazil,170387
Barra Mansa,-22.5439,-44.1708,Brazil,169899
Francisco Morato,-23.2817,-46.7425,Brazil,168243
Porto Seguro,-16.4333,-39.0833,Brazil,167955
Angra dos Reis,-23.0067,-44.3181,Brazil,167418
Itapecerica da Serra,-23.7172,-46.8494,Brazil,167236
Itu,-23.2642,-47.2992,Brazil,167095
Linhares,-19.3894,-40.0678,Brazil,166786
Sao Caetano do Sul,-23.7,-46.55,Brazil,165655
Lajes,-27.8158,-50.3258,Brazil,164981
Teresopolis,-22.4119,-42.9658,Brazil,163746
Pocos de Caldas,-21.7878,-46.5608,Brazil,163742
Parnaiba,-2.905,-41.7769,Brazil,162159
Braganca Paulista,-22.9531,-46.5422,Brazil,160665
Pindamonhangaba,-22.9239,-45.4617,Brazil,160614
Barreiras,-12.1483,-44.9925,Brazil,159743
Patos de Minas,-18.5817,-46.5147,Brazil,159235
Jequie,-13.863,-40.0843,Brazil,158812
Abaetetuba,-1.7178,-48.8828,Brazil,158188
Itapetininga,-23.5917,-48.0531,Brazil,157016
Caxias,-4.8589,-43.3558,Brazil,156970
Rio das Ostras,-22.5269,-41.945,Brazil,156491
Camarajibe,-8.0219,-34.9808,Brazil,155054
Santana de Parnaiba,-23.4439,-46.9178,Brazil,154105
Mogi Guacu,-22.3719,-46.9419,Brazil,153661
Pouso Alegre,-22.2281,-45.9336,Brazil,152549
Alagoinhas,-12.1358,-38.4189,Brazil,152327
Araucaria,-25.4167,-49.25,Brazil,151666
Toledo,-24.7139,-53.7428,Brazil,150470
Santa Rita,-7.1139,-34.9778,Brazil,149910
Franco da Rocha,-23.3286,-46.7244,Brazil,145755
Paco do Lumiar,-2.5319,-44.1078,Brazil,145643
Teixeira de Freitas,-17.5403,-39.7437,Brazil,145223
Garanhuns,-8.8903,-36.4928,Brazil,142506
Trindade,-16.6492,-49.495,Brazil,142431
Paranagua,-25.5208,-48.5094,Brazil,140469
Botucatu,-22.8858,-48.445,Brazil,139483
Balneario de Camboriu,-26.9953,-48.6356,Brazil,139155
Brusque,-27.0949,-48.9148,Brazil,137689
Teofilo Otoni,-17.8578,-41.505,Brazil,137418
Palhoca,-27.6444,-48.6678,Brazil,137334
Atibaia,-23.1172,-46.5506,Brazil,137187
Varginha,-21.5517,-45.43,Brazil,136467
Campo Largo,-25.4589,-49.5278,Brazil,136327
Cachoeirinha,-29.9508,-51.0939,Brazil,136258
Caraguatatuba,-23.62,-45.4128,Brazil,134875
Salto,-23.2008,-47.2869,Brazil,134319
Cameta,-2.2439,-49.4958,Brazil,134184
Vitoria de Santo Antao,-8.1264,-35.3075,Brazil,134110
Marituba,-10.2833,-36.4,Brazil,133685
Jau,-22.2958,-48.5578,Brazil,133497
Santa Cruz do Sul,-29.7178,-52.4258,Brazil,133230
Crato,-7.2339,-39.4089,Brazil,133031
Sao Mateus,-18.7158,-39.8589,Brazil,132642
Cubatao,-23.8953,-46.4256,Brazil,131626
Conselheiro Lafaiete,-20.66,-43.7858,Brazil,131621
Ji-Parana,-10.8853,-61.9517,Brazil,131560
Itapipoca,-3.4939,-39.5789,Brazil,131123
Araras,-22.3572,-47.3844,Brazil,130866
Apucarana,-23.5508,-51.4608,Brazil,130134
Vespasiano,-19.6919,-43.9228,Brazil,129765
Araruama,-22.8728,-42.3428,Brazil,129669
Sabara,-19.8858,-43.8069,Brazil,129372
Braganca,-1.0628,-46.7728,Brazil,128914
Votorantim,-23.5469,-47.4378,Brazil,127923
Sertaozinho,-21.1381,-47.9906,Brazil,126887
Barcarena Nova,-1.5058,-48.6258,Brazil,126650
Jandira,-23.5278,-46.9028,Brazil,126356
Valinhos,-22.9706,-46.9958,Brazil,126325
Altamira,-3.2028,-52.2058,Brazil,126279
Barbacena,-21.2167,-43.7667,Brazil,125317
Resende,-22.4689,-44.4469,Brazil,125214
Guarapari,-20.65,-40.5,Brazil,124656
Itaituba,-4.2758,-55.9839,Brazil,123312
Tres Lagoas,-20.7511,-51.6783,Brazil,123281
Bento Goncalves,-29.1708,-51.5189,Brazil,123151
Itatiba,-23.0058,-46.8389,Brazil,122581
Barretos,-20.5569,-48.5678,Brazil,122485
Almirante Tamandare,-25.325,-49.31,Brazil,119825
Arapongas,-23.4189,-51.4239,Brazil,119138
Guaratingueta,-22.8167,-45.2278,Brazil,119073
Birigui,-21.2886,-50.34,Brazil,118979
Piraquara,-25.4419,-49.0628,Brazil,118730
Senador Canedo,-16.7594,-49.0864,Brazil,118451
Bage,-31.3308,-54.1069,Brazil,117938
Araguari,-18.6489,-48.1869,Brazil,117808
Uruguaiana,-29.755,-57.0878,Brazil,117210
Umuarama,-23.7658,-53.325,Brazil,117095
Tatui,-23.3556,-47.8569,Brazil,116682
Sao Goncalo do Amarante,-5.7928,-35.3289,Brazil,115838
Catanduva,-21.1378,-48.9728,Brazil,115785
Varzea Paulista,-23.2114,-46.8283,Brazil,115771
Formosa,-15.5369,-47.3339,Brazil,115669
Ribeirao Pires,-23.7153,-46.4194,Brazil,115559
Igarassu,-7.8342,-34.9064,Brazil,115196
Simoes Filho,-12.7839,-38.4039,Brazil,114441
Catalao,-18.17,-47.9419,Brazil,114427
Codo,-4.455,-43.8858,Brazil,114269
Poa,-23.5286,-46.345,Brazil,113793
Euriapolis,-16.3778,-39.58,Brazil,113709
Itabira,-19.6189,-43.2269,Brazil,113343
Paulo Afonso,-9.4,-38.225,Brazil,112870
Passos,-20.7189,-46.61,Brazil,111939
Colatina,-19.5389,-40.6308,Brazil,111788
Nova Lima,-19.9858,-43.8469,Brazil,111697
Araxa,-19.5928,-46.9408,Brazil,111691
Sao Lourenco da Mata,-8.0019,-35.0178,Brazil,111243
Ariquemes,-9.9161,-63.0408,Brazil,111148
Sorriso,-12.545,-55.7108,Brazil,110635
Tubarao,-28.4667,-49.0069,Brazil,110088
Itumbiara,-18.4167,-49.2167,Brazil,107970
Balsas,-7.5272,-46.0442,Brazil,107767
Santana,-0.035,-51.8528,Brazil,107373
Cambe,-23.2758,-51.2778,Brazil,107208
Acailandia,-4.9469,-47.505,Brazil,106550
Sao Pedro da Aldeia,-22.8389,-42.1028,Brazil,106049
Jatai,-17.8808,-51.8306,Brazil,105729
Erechim,-27.6339,-52.2739,Brazil,105705
Nova Serrana,-19.8667,-44.9833,Brazil,105552
Japeri,-22.6431,-43.6533,Brazil,105548
Paragominas,-2.9958,-47.3528,Brazil,105538
Lagarto,-10.9169,-37.65,Brazil,105221
Maranguape,-3.89,-38.6858,Brazil,105093
Planaltina,-15.4528,-47.6139,Brazil,105031
Lavras,-21.245,-45,Brazil,104761
Coronel Fabriciano,-19.5189,-42.6289,Brazil,104736
Muriae,-21.1306,-42.3664,Brazil,104108
Ourinhos,-22.9744,-49.8719,Brazil,103970
Bacabal,-4.225,-44.78,Brazil,103711
Itacoatiara,-3.1428,-58.4439,Brazil,103598
Breves,-1.6819,-50.48,Brazil,103497
Uba,-21.12,-42.9428,Brazil,103365
Patos,-7.0244,-37.28,Brazil,103165
Itanhaem,-24.1806,-46.7828,Brazil,103102
Aracruz,-19.82,-40.2728,Brazil,103101
Iguatu,-6.3589,-39.2989,Brazil,103074
Camboriu,-27.025,-48.6539,Brazil,103074
Santo Antonio de Jesus,-12.9692,-39.2611,Brazil,103055
Caieiras,-23.3644,-46.7408,Brazil,102775
Ituiutaba,-18.9667,-49.4667,Brazil,102217
Assis,-22.6619,-50.4119,Brazil,101409
Itaperuna,-21.205,-41.8878,Brazil,101041
Campo Mourao,-24.0458,-52.3828,Brazil,99432
Caldas Novas,-17.745,-48.625,Brazil,98622
Manacapuru,-3.2997,-60.6206,Brazil,98502
Abreu e Lima,-7.9117,-34.9028,Brazil,98462
Santa Cruz do Capibaribe,-7.9569,-36.205,Brazil,98254
Leme,-22.1861,-47.3906,Brazil,98145
Valenca,-13.37,-39.069,Brazil,97873
Paulinia,-22.7611,-47.1542,Brazil,97702
Itauna,-20.075,-44.5758,Brazil,97669
Ipojuca,-8.4,-35.0639,Brazil,97669
Lajeado,-29.4669,-51.9608,Brazil,97432
Para de Minas,-19.86,-44.6078,Brazil,97139
Francisco Beltrao,-26.0833,-53.05,Brazil,96666
Votuporanga,-20.4172,-49.9728,Brazil,96634
Parintins,-2.6278,-56.7358,Brazil,96372
Corumba,-19.0089,-57.6528,Brazil,96268
Itabaiana,-10.685,-37.425,Brazil,96142
Vilhena,-12.7406,-60.1458,Brazil,95832
Sao Cristovao,-11.015,-37.2058,Brazil,95612
Paracatu,-17.2217,-46.875,Brazil,94017
Ponta Pora,-22.5358,-55.7258,Brazil,93937
Rio Largo,-9.4778,-35.8528,Brazil,93927
Mairipora,-23.3189,-46.5869,Brazil,93617
Itajuba,-22.4258,-45.4528,Brazil,93073
Ubatuba,-23.4394,-45.07,Brazil,92980
Guaiba,-30.1183,-51.3214,Brazil,92924
Barra do Pirai,-22.47,-43.8258,Brazil,92883
Mogi Mirim,-22.4319,-46.9578,Brazil,92559
Sao Joao da Boa Vista,-21.9692,-46.7981,Brazil,92535
Serra Talhada,-7.9833,-38.3,Brazil,92228
Sao Roque,-23.5292,-47.1353,Brazil,92060
Cruzeiro do Sul,-7.6308,-72.67,Brazil,91888
Pato Branco,-26.2167,-52.6667,Brazil,91836
Tucurui,-3.7678,-49.6728,Brazil,91306
Avare,-23.0989,-48.9258,Brazil,91232
Manhuacu,-20.2581,-42.0336,Brazil,91169
Cacapava,-23.1008,-45.7069,Brazil,91162
Sao Joao del Rei,-21.1358,-44.26,Brazil,90225
Patrocinio,-18.9333,-46.9833,Brazil,89826
Itapeva,-23.9822,-48.8756,Brazil,89728
Saquarema,-22.92,-42.51,Brazil,89559
Caceres,-16.0711,-57.6789,Brazil,89478
Barra do Corda,-5.5,-45.25,Brazil,88492
Guanambi,-14.2228,-42.7808,Brazil,87817
Caratinga,-19.7833,-42.1333,Brazil,87360
Lorena,-22.7308,-45.1247,Brazil,87178
Cacoal,-11.4386,-61.4472,Brazil,86895
Unai,-16.3639,-46.9042,Brazil,86619
Gravata,-8.1997,-35.5667,Brazil,86516
Navegantes,-26.8989,-48.6539,Brazil,86401
Redencao,-8.0289,-50.0308,Brazil,85597
Gurupi,-11.73,-49.0689,Brazil,85126
Araripina,-7.55,-40.5667,Brazil,85088
Santa Ines,-3.6689,-45.3839,Brazil,85014
Ijui,-28.3878,-53.915,Brazil,84726
Pinheiro,-2.5208,-45.0828,Brazil,84614
Santana do Livramento,-30.8775,-55.5331,Brazil,84421
Carpina,-7.8508,-35.2547,Brazil,84395
Quixada,-4.969,-39.013,Brazil,84165
Aruja,-23.3967,-46.3211,Brazil,83939
Lucas do Rio Verde,-13.0719,-55.9192,Brazil,83798
Matao,-21.6028,-48.3658,Brazil,83626
Sao Bento do Sul,-26.25,-49.3833,Brazil,83275
Serrinha,-11.661,-39.007,Brazil,83275
Picos,-7.0769,-41.4669,Brazil,83090
Moju,-1.89,-48.7661,Brazil,83039
Bayeux,-7.1333,-34.9333,Brazil,82742
Jacobina,-11.1808,-40.5178,Brazil,82590
Cruzeiro,-22.5772,-44.9583,Brazil,82571
